area,precondition,action,expected_outcome,backend_call,verified_by
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=vz,apply vmType=vz cpuType=host mountType=sshfs arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
